puesto_id,familia,puesto,alias_busqueda,tipo_perfil,nivel_evaluado,preparacion_estimada_pct,lectura,incorporacion,fundamentos_0a4,tareas_0a4,herramientas_0a4,practica_operativa_0a4,colaboracion_0a4,puntaje_sin_tope_pct,tope_experiencia_pct,materias_ids,materias,aporte_curricular,brechas_prioritarias,por_que_porcentaje,evidencia_practica_a_validar,fuentes_ids,fuentes_web,paginas_programa,certeza,aporte_optativo,mercado,fecha_corte,fuentes_anuncios_ids,base_laboral,materias_transversales_ids,practica_profesionalizante,evaluacion
R133,Soporte y operación de sistemas,Administrador Linux junior,Junior Linux Administrator; Linux System Administrator,Especialización,Inicial,70,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,3,1,3,67.5,100,DSO210;DSO100;DSO220;DSO260,Sistemas Operativos Aplicados; Introducción a los Sistemas Operativos; Redes y Sistemas Distribuidos; Computación en la Nube,"Linux, shell, usuarios, servicios y tareas programadas tienen cobertura explícita","Hardening, recuperación, automatización y diagnóstico bajo carga real","Linux, shell, usuarios, servicios y tareas programadas tienen cobertura explícita. La valoración de tareas es 3/4 y la de herramientas 3/4 porque resta: Hardening, recuperación, automatización y diagnóstico bajo carga real. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Administrar servicios y recuperar un sistema de laboratorio sin perder datos,P2;LINUX;SYS,https://www.redhat.com/en/services/training/ex200-red-hat-certified-system-administrator-rhcsa-exam ; https://www.onetonline.org/link/summary/15-1244.00,DSO210: 40-42; DSO100: 37-38; DSO220: 42-43; DSO260: 47-48,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R134,Soporte y operación de sistemas,Administrador Windows Server junior,Junior Windows Administrator,Especialización,Inicial,70,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,3,1,3,67.5,100,DSO210;DSO220;DSO100,Sistemas Operativos Aplicados; Redes y Sistemas Distribuidos; Introducción a los Sistemas Operativos,"Windows Server, AD, GPO, DHCP y acceso remoto tienen cobertura directa","PowerShell avanzado, recuperación de dominio y operación empresarial","Windows Server, AD, GPO, DHCP y acceso remoto tienen cobertura directa. La valoración de tareas es 3/4 y la de herramientas 3/4 porque resta: PowerShell avanzado, recuperación de dominio y operación empresarial. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Dominio de prueba con grupos, GPO, DNS/DHCP y respaldo validado",P2;SYS;AZURE,https://www.onetonline.org/link/summary/15-1244.00 ; https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-104,DSO210: 40-42; DSO220: 42-43; DSO100: 37-38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R090,Analítica e inteligencia de negocio,Analista de datos junior,Junior Data Analyst,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO190;DSO060;DSO120;DSO230;DSO010,Ciencia de Datos Aplicada; Álgebra y Estadística; Base de Datos Relacionales; Base de Datos Avanzadas; Comprensión y Producción de Textos,"Estadística, SQL, minería y visualización aportan base analítica directa","Excel avanzado o Python/R del puesto, limpieza reproducible y contexto de negocio","Estadística, SQL, minería y visualización aportan base analítica directa. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Excel avanzado o Python/R del puesto, limpieza reproducible y contexto de negocio. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Análisis reproducible con SQL, métricas y conclusiones justificadas",P2;DS;BI;J_DATA,https://www.onetonline.org/link/summary/15-2051.00 ; https://www.onetonline.org/link/summary/15-2051.01 ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO190: 34-35; DSO060: 32-33; DSO120: 38-40; DSO230: 43-44; DSO010: 23-25,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R099,Analítica e inteligencia de negocio,Analista de operaciones de datos,Data Operations Analyst,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO120;DSO190;DSO230;DSO240;DSO210,Base de Datos Relacionales; Ciencia de Datos Aplicada; Base de Datos Avanzadas; Metodología y Testing; Sistemas Operativos Aplicados,"Consultas, controles de calidad y sistemas permiten ejecutar procesos de datos","Excel/herramientas concretas, runbooks, seguimiento y escalado de fallos","Consultas, controles de calidad y sistemas permiten ejecutar procesos de datos. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Excel/herramientas concretas, runbooks, seguimiento y escalado de fallos. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Proceso documentado de actualización con controles y registro de incidentes,P2;DE;J_DATA,https://cloud.google.com/learn/certification/data-engineer ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO120: 38-40; DSO190: 34-35; DSO230: 43-44; DSO240: 44-45; DSO210: 40-42,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R091,Analítica e inteligencia de negocio,Analista de reporting,Reporting Analyst; Reporting Specialist,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO120;DSO230;DSO190;DSO010,Base de Datos Relacionales; Base de Datos Avanzadas; Ciencia de Datos Aplicada; Comprensión y Producción de Textos,"Consultas, BI y comunicación permiten elaborar reportes","Herramienta de reportes elegida, conciliación y definición de indicadores","Consultas, BI y comunicación permiten elaborar reportes. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Herramienta de reportes elegida, conciliación y definición de indicadores. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Reporte con fuente, fecha, reglas y validación de totales",P2;BI;J_DATA,https://www.onetonline.org/link/summary/15-2051.01 ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO120: 38-40; DSO230: 43-44; DSO190: 34-35; DSO010: 23-25,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R092,Analítica e inteligencia de negocio,Analista/desarrollador de BI,BI Analyst; BI Developer,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO230;DSO190;DSO110;DSO120;DSO080,Base de Datos Avanzadas; Ciencia de Datos Aplicada; Modelo de Datos; Base de Datos Relacionales; Fundamentos de Análisis de Sistemas,"Almacenes, OLAP, SQL y necesidades del negocio tienen cobertura","ETL productivo, plataforma específica, seguridad y mantenimiento de modelos","Almacenes, OLAP, SQL y necesidades del negocio tienen cobertura. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: ETL productivo, plataforma específica, seguridad y mantenimiento de modelos. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Modelo dimensional y panel validado con métricas trazables,P2;BI;PBI,https://www.onetonline.org/link/summary/15-2051.01 ; https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/pl-300,DSO230: 43-44; DSO190: 34-35; DSO110: 38; DSO120: 38-40; DSO080: 33-34,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R096,Analítica e inteligencia de negocio,Desarrollador de informes Jasper/Pentaho,JasperReports Developer; Pentaho BI Developer,Especialización,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO230;DSO120;DSO250;DSO190,Base de Datos Avanzadas; Base de Datos Relacionales; Programación Orientada a Objetos; Ciencia de Datos Aplicada,JasperSoft y Pentaho están enumerados entre herramientas posibles de BI,"No se sabe cuál se practicó; profundizar la elegida, despliegue y rendimiento","JasperSoft y Pentaho están enumerados entre herramientas posibles de BI. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: No se sabe cuál se practicó; profundizar la elegida, despliegue y rendimiento. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Informe parametrizado o flujo BI con consultas y validación,P2;BI,https://www.onetonline.org/link/summary/15-2051.01,DSO230: 43-44; DSO120: 38-40; DSO250: 46; DSO190: 34-35,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R187,"Análisis, producto, diseño y relación con clientes",Analista funcional junior,Junior Functional Analyst; Systems Analyst,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,2,3,66.25,100,DSO080;DSO040;DSO110;DSO240;DSO010;DSO180,Fundamentos de Análisis de Sistemas; Taller de Tecnología; Modelo de Datos; Metodología y Testing; Comprensión y Producción de Textos; Taller de Tecnología Aplicada,"Requisitos, UML, modelos y validación tienen cobertura directa","Procesos del cliente, herramientas de documentación y gestión de cambios reales","Requisitos, UML, modelos y validación tienen cobertura directa. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Procesos del cliente, herramientas de documentación y gestión de cambios reales. Preparación operativa: 2/4; la práctica específica no está acreditada para este perfil.","Especificación con casos, modelos y criterios de aceptación validados",P2;BA;IIBA,https://www.onetonline.org/link/summary/15-1211.00 ; https://www.iiba.org/knowledgehub/the-business-analysis-standard/,DSO080: 33-34; DSO040: 28-29; DSO110: 38; DSO240: 44-45; DSO010: 23-25; DSO180: 29,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R189,"Análisis, producto, diseño y relación con clientes",Ingeniero de requisitos,Requirements Engineer,Especialización,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO080;DSO040;DSO240;DSO010,Fundamentos de Análisis de Sistemas; Taller de Tecnología; Metodología y Testing; Comprensión y Producción de Textos,"Entrevistas, especificación y pruebas permiten derivar requisitos verificables","Trazabilidad integral, negociación, requisitos no funcionales y gestión de cambios","Entrevistas, especificación y pruebas permiten derivar requisitos verificables. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Trazabilidad integral, negociación, requisitos no funcionales y gestión de cambios. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Conjunto de requisitos consistentes, verificables y priorizados",P2;BA;IIBA,https://www.onetonline.org/link/summary/15-1211.00 ; https://www.iiba.org/knowledgehub/the-business-analysis-standard/,DSO080: 33-34; DSO040: 28-29; DSO240: 44-45; DSO010: 23-25,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R079,Bases de datos y gestión de datos,Administrador junior de bases relacionales,Junior DBA; Database Administrator,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO120;DSO210;DSO110;DSO220,Base de Datos Relacionales; Sistemas Operativos Aplicados; Modelo de Datos; Redes y Sistemas Distribuidos,"Respaldo, permisos, transacciones y administración de motores aportan base","Recuperación probada, replicación, monitoreo y cambios seguros en producción","Respaldo, permisos, transacciones y administración de motores aportan base. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Recuperación probada, replicación, monitoreo y cambios seguros en producción. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Restaurar una base desde respaldo y resolver un incidente de rendimiento,P2;DBA;SYS,https://www.onetonline.org/link/summary/15-1242.00 ; https://www.onetonline.org/link/summary/15-1244.00,DSO120: 38-40; DSO210: 40-42; DSO110: 38; DSO220: 42-43,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R087,Bases de datos y gestión de datos,Analista de calidad de datos,Data Quality Analyst,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO120;DSO190;DSO060;DSO240;DSO110,Base de Datos Relacionales; Ciencia de Datos Aplicada; Álgebra y Estadística; Metodología y Testing; Modelo de Datos,"SQL, estadística y pruebas permiten detectar inconsistencias","Reglas del negocio, profiling, monitoreo y tratamiento de causas","SQL, estadística y pruebas permiten detectar inconsistencias. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Reglas del negocio, profiling, monitoreo y tratamiento de causas. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Informe de calidad con reglas ejecutables y seguimiento de correcciones,P2;BI;DE;J_DATA,https://www.onetonline.org/link/summary/15-2051.01 ; https://cloud.google.com/learn/certification/data-engineer ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO120: 38-40; DSO190: 34-35; DSO060: 32-33; DSO240: 44-45; DSO110: 38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R085,Bases de datos y gestión de datos,Modelador de datos,Data Modeler,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO110;DSO120;DSO230;DSO080,Modelo de Datos; Base de Datos Relacionales; Base de Datos Avanzadas; Fundamentos de Análisis de Sistemas,"Modelado lógico/físico, normalización y dimensiones tienen cobertura","Convenciones empresariales, historización, modelado por dominios y gobierno","Modelado lógico/físico, normalización y dimensiones tienen cobertura. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Convenciones empresariales, historización, modelado por dominios y gobierno. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Modelo validado contra requisitos con decisiones y migraciones documentadas,P2;DBA;BA,https://www.onetonline.org/link/summary/15-1242.00 ; https://www.onetonline.org/link/summary/15-1211.00,DSO110: 38; DSO120: 38-40; DSO230: 43-44; DSO080: 33-34,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R064,Calidad y testing,Analista de pruebas,Test Analyst; QA Analyst,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,2,3,66.25,100,DSO240;DSO080;DSO040;DSO010,Metodología y Testing; Fundamentos de Análisis de Sistemas; Taller de Tecnología; Comprensión y Producción de Textos,"Análisis de requisitos, técnicas de diseño y reportes permiten planificar pruebas","Trazabilidad real, priorización por riesgo y negociación de criterios de aceptación","Análisis de requisitos, técnicas de diseño y reportes permiten planificar pruebas. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Trazabilidad real, priorización por riesgo y negociación de criterios de aceptación. Preparación operativa: 2/4; la práctica específica no está acreditada para este perfil.",Matriz requisitos-pruebas con riesgos y decisiones de cobertura,P2;QA;ISTQB,https://www.onetonline.org/link/summary/15-1253.00 ; https://www.istqb.org/certifications/certified-tester-foundation-level-ctfl-v4-0/,DSO240: 44-45; DSO080: 33-34; DSO040: 28-29; DSO010: 23-25,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R069,Calidad y testing,Tester de datos y ETL,ETL Tester; Data QA Analyst,Especialización,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO240;DSO120;DSO110;DSO230;DSO190,Metodología y Testing; Base de Datos Relacionales; Modelo de Datos; Base de Datos Avanzadas; Ciencia de Datos Aplicada,"SQL, modelos y validación ayudan a verificar transformaciones y calidad","Pipelines concretos, reconciliación masiva, automatización y linaje","SQL, modelos y validación ayudan a verificar transformaciones y calidad. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Pipelines concretos, reconciliación masiva, automatización y linaje. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Comparar origen/destino con reglas de completitud y consistencia,P2;QA;DE,https://www.onetonline.org/link/summary/15-1253.00 ; https://cloud.google.com/learn/certification/data-engineer,DSO240: 44-45; DSO120: 38-40; DSO110: 38; DSO230: 43-44; DSO190: 34-35,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R068,Calidad y testing,Tester manual móvil,Mobile QA Tester,Especialización,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,2,3,66.25,100,DSO300;DSO240;DSO210;DSO200,Programación de Aplicaciones para Celulares; Metodología y Testing; Sistemas Operativos Aplicados; Diseño de Software,"Android, dispositivos/emuladores y verificación de apps tienen cobertura","Matriz de dispositivos, interrupciones, permisos actuales y diferencias iOS","Android, dispositivos/emuladores y verificación de apps tienen cobertura. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Matriz de dispositivos, interrupciones, permisos actuales y diferencias iOS. Preparación operativa: 2/4; la práctica específica no está acreditada para este perfil.","Pruebas móviles con conectividad variable, rotación e interrupciones",P2;QA;ANDROID;J_QA,https://www.onetonline.org/link/summary/15-1253.00 ; https://developer.android.com/courses/android-basics-compose/course?authuser=0 ; https://jobs.smartrecruiters.com/Playtech/744000108231845-junior-qa-engineer-,DSO300: 47; DSO240: 44-45; DSO210: 40-42; DSO200: 35-36,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_QA,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R011,Desarrollo de software,Desarrollador Ruby on Rails,Ruby Developer; Rails Developer,Especialización,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,1,3,62.5,100,DSO290;DSO250;DSO120;DSO240,Programación Web; Programación Orientada a Objetos; Base de Datos Relacionales; Metodología y Testing,Ruby y Rails aparecen junto con frameworks web y patrones,"Profundidad idiomática, versión vigente, pruebas Rails y operación de un proyecto real","Ruby y Rails aparecen junto con frameworks web y patrones. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Profundidad idiomática, versión vigente, pruebas Rails y operación de un proyecto real. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","CRUD Rails con autorizaciones, consultas eficientes y pruebas",P2;DEV;J_AUS,https://www.onetonline.org/link/summary/15-1252.00 ; https://cohortgo.com/pdf/Graduate_Software_Engineer_Position_Description.pdf,DSO290: 46-47; DSO250: 46; DSO120: 38-40; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_AUS,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R004,Desarrollo de software,Desarrollador backend de APIs,Junior Backend Developer; API Developer,Ocupación,Inicial,65,Base sólida; cerrar brechas concretas,Postulación selectiva a trainee/junior; completar brechas del aviso,3,3,2,2,3,66.25,100,DSO250;DSO290;DSO120;DSO220;DSO260;DSO240,Programación Orientada a Objetos; Programación Web; Base de Datos Relacionales; Redes y Sistemas Distribuidos; Computación en la Nube; Metodología y Testing,"Servidor web, JSON, persistencia y seguridad aportan base para servicios","Diseño REST detallado, autenticación moderna, observabilidad y contratos de API","Servidor web, JSON, persistencia y seguridad aportan base para servicios. La valoración de tareas es 3/4 y la de herramientas 2/4 porque resta: Diseño REST detallado, autenticación moderna, observabilidad y contratos de API. Preparación operativa: 2/4; la práctica específica no está acreditada para este perfil.","API autenticada con validación, SQL, pruebas y manejo de errores",P2;DEV;J_AUTO,https://www.onetonline.org/link/summary/15-1252.00 ; https://jobs.smartrecruiters.com/Inetum2/744000142569136-qa-automation-engineer-junior-java-developer?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO250: 46; DSO290: 46-47; DSO120: 38-40; DSO220: 42-43; DSO260: 47-48; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_AUTO,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
